Team,Year,Role,Name
New England Patriots,2019,Coaching assistant,Carmen Bricillo
New England Patriots,2019,Defensive Coordinator,Greg Schiano (resigned March 28)
New England Patriots,2019,Defensive line,Bret Bielema
New England Patriots,2019,Inside linebackers,Jerod Mayo
New England Patriots,2019,Outside linebackers,DeMarcus Covington
New England Patriots,2019,Cornerbacks,Mike Pellegrino
New England Patriots,2019,Safeties,Steve Belichick
New England Patriots,2019,Coaching assistant,Brian Belichick
New England Patriots,2019,Coaching assistant,Bob Fraser
New England Patriots,2019,Special teams coordinator/wide receivers,Joe Judge
New England Patriots,2019,Assistant special teams,Cam Achord
New England Patriots,2019,Head strength and conditioning,Moses Cabrera
New England Patriots,2019,Assistant strength and conditioning,Deron Mayo
New England Patriots,2019,Director of skill development,Joe Kim
New England Patriots,2022,Chairman/CEO,Robert Kraft
New England Patriots,2022,President,Jonathan Kraft
New England Patriots,2022,Director of player personnel,Matt Groh
New England Patriots,2022,Personnel coordinator,Brian Smith
New England Patriots,2022,Director of scouting,Eliot Wolf
New England Patriots,2022,Director of pro scouting,Steve Cargile
New England Patriots,2022,Director of college scouting,Camren Williams
New England Patriots,2022,Director of scouting administration,Nancy Meier
New England Patriots,2022,Director of football/head coach administration,Berj Najarian
New England Patriots,2022,Associate director of football administration,Bobby Brown
New England Patriots,2022,Director of research,Richard Miller
New England Patriots,2022,Head coach,Bill Belichick
New England Patriots,2022,Offensive assistant/quarterbacks,Joe Judge
New England Patriots,2022,Running backs,Vinnie Sunseri
New England Patriots,2022,Wide receivers/kick returners,Troy Brown
New England Patriots,2022,Wide receivers/NFL coaching fellowship,Ross Douglas
New England Patriots,2022,Tight ends,Nick Caley
New England Patriots,2022,Senior football advisor/offensive line,Matt Patricia
New England Patriots,2022,Assistant offensive line,Billy Yates
New England Patriots,2022,Offensive assistant,Tyler Hughes
New England Patriots,2022,Offensive assistant,Evan Rothstein
New England Patriots,2022,Defensive line,DeMarcus Covington
New England Patriots,2022,Linebackers,Steve Belichick
New England Patriots,2022,Linebackers,Jerod Mayo
New England Patriots,2022,Cornerbacks,Mike Pellegrino
New England Patriots,2022,Safeties,Brian Belichick
New England Patriots,2022,NFL coaching fellowship/defense,V'Angelo Bentley
New England Patriots,2022,Special teams coordinator,Cam Achord
New England Patriots,2022,Special teams assistant,Joe Houston
New England Patriots,2022,Head strength and conditioning,Moses Cabrera
New England Patriots,2022,Strength and conditioning assistant,Deron Mayo
New England Patriots,2022,Director of skill development,Joe Kim
New England Patriots,2023,Chairman/CEO,Robert Kraft
New England Patriots,2023,President,Jonathan Kraft
New England Patriots,2023,Director of player personnel,Matt Groh
New England Patriots,2023,Personnel coordinator,Brian Smith
New England Patriots,2023,Director of scouting,Eliot Wolf
New England Patriots,2023,Director of pro scouting,Steve Cargile
New England Patriots,2023,Director of college scouting,Camren Williams
New England Patriots,2023,Director of scouting administration,Nancy Meier
New England Patriots,2023,Director of football / head coach administration,Berj Najarian
New England Patriots,2023,Director of research,Richard Miller
New England Patriots,2023,Head coach,Bill Belichick
New England Patriots,2023,Assistant head coach,Joe Judge
New England Patriots,2023,Offensive coordinator/quarterbacks,Bill O'Brien
New England Patriots,2023,Assistant quarterbacks,Evan Rothstein
New England Patriots,2023,Running backs,Vinnie Sunseri
New England Patriots,2023,Wide receivers/kick returners,Troy Brown
New England Patriots,2023,Wide receivers,Ross Douglas
New England Patriots,2023,Tight ends,Will Lawing
New England Patriots,2023,Offensive line,Adrian Klemm
New England Patriots,2023,Assistant offensive line,Billy Yates
New England Patriots,2023,Defensive line,DeMarcus Covington
New England Patriots,2023,Linebackers,Steve Belichick
New England Patriots,2023,Linebackers,Jerod Mayo
New England Patriots,2023,Cornerbacks,Mike Pellegrino
New England Patriots,2023,Safeties,Brian Belichick
New England Patriots,2023,NFL coaching fellowship/defense,V'Angelo Bentley
New England Patriots,2023,NFL coaching fellowship/defense,Keith Jones
New England Patriots,2023,Special teams coordinator,Cam Achord
New England Patriots,2023,Special teams assistant,Joe Houston
New England Patriots,2023,Head strength and conditioning,Moses Cabrera
New England Patriots,2023,Strength and conditioning assistant,Deron Mayo
New England Patriots,2023,Director of skill development,Joe Kim
New England Patriots,2024,Chairman/CEO,Robert Kraft
New England Patriots,2024,President,Jonathan Kraft
New England Patriots,2024,Executive vice president of player personnel,Eliot Wolf
New England Patriots,2024,Executive vice president of football business,Robyn Glaser
New England Patriots,2024,Director of player personnel,Matt Groh
New England Patriots,2024,Director of pro personnel,Patrick Stewart
New England Patriots,2024,Assistant director of pro personnel,Sam Fioroni
New England Patriots,2024,Director of college scouting,Camren Williams
New England Patriots,2024,Director of scouting administration,Nancy Meier
New England Patriots,2024,Director of football strategy,Marshall Oium
New England Patriots,2024,Personnel coordinator,Brian Smith
New England Patriots,2024,Senior personnel executive,Alonzo Highsmith
New England Patriots,2024,Head coach,Jerod Mayo
New England Patriots,2024,Special assistant to the head coach,Matthew Slater
New England Patriots,2024,Offensive coordinator,Alex Van Pelt
New England Patriots,2024,Senior offensive assistant,Ben McAdoo
New England Patriots,2024,Quarterbacks,T. C. McCartney
New England Patriots,2024,Assistant quarterbacks / Director of game management,Evan Rothstein
New England Patriots,2024,Running backs,Taylor Embree
New England Patriots,2024,Wide receivers,Tyler Hughes
New England Patriots,2024,Assistant wide receivers,Tiquan Underwood
New England Patriots,2024,Tight ends,Bob Bicknell
New England Patriots,2024,Offensive line,Scott Peters
New England Patriots,2024,Assistant offensive line,Robert Kugler
New England Patriots,2024,Offensive coaching assistant,Michael McCarthy
New England Patriots,2024,Offensive coaching assistant,Omar Young
New England Patriots,2024,Defensive coordinator,DeMarcus Covington
New England Patriots,2024,Defensive line,Jerry Montgomery
New England Patriots,2024,Outside linebackers,Drew Wilkins
New England Patriots,2024,Inside linebackers,Dont'a Hightower
New England Patriots,2024,Cornerbacks,Mike Pellegrino
New England Patriots,2024,Safeties,Brian Belichick
New England Patriots,2024,Defensive coaching assistant,Vinny DePalma
New England Patriots,2024,Defensive coaching assistant,Jamael Lett
New England Patriots,2024,Defensive coaching assistant,Keith Jones Jr.
New England Patriots,2024,Special teams coordinator,Jeremy Springer
New England Patriots,2024,Kick & punt returners / Skill development,Troy Brown
New England Patriots,2024,Special teams assistant,Tom Quinn
New England Patriots,2024,Special teams assistant,Coby Tippett
New England Patriots,2024,Head strength and conditioning,Deron Mayo
New England Patriots,2024,Strength and conditioning assistant,Brian McDonough
New England Patriots,2024,Strength and conditioning assistant,Brandon Martuccio
New England Patriots,2024,Strength and conditioning assistant,Dexter Taylor
New England Patriots,2025,Chairman/CEO,Robert Kraft
New England Patriots,2025,President,Jonathan Kraft
New England Patriots,2025,Executive vice president of player personnel,Eliot Wolf
New England Patriots,2025,Vice president of player personnel,Ryan Cowden
New England Patriots,2025,Vice president of football administration,Matt Groh
New England Patriots,2025,Assistant director of pro personnel,Sam Fioroni
New England Patriots,2025,Director of pro scouting,AJ Highsmith
New England Patriots,2025,Director of college scouting,Tony Kinkela
New England Patriots,2025,Assistant director of college scouting,Matt Evans
New England Patriots,2025,Director of scouting administration,Nancy Meier
New England Patriots,2025,Vice president of football operations and strategy,John Streicher
New England Patriots,2025,Director of scouting projects,Marshall Oium
New England Patriots,2025,Director of coaching analytics,Ekene Olekanma
New England Patriots,2025,Director of player development,James Mitchell
New England Patriots,2025,Personnel coordinator,Brian Smith
New England Patriots,2025,Senior personnel executive,Alonzo Highsmith
New England Patriots,2025,Director of Research,Richard Miller
New England Patriots,2025,Director of football operations,Bobby Brown
New England Patriots,2025,Head coach,Mike Vrabel
New England Patriots,2025,Offensive coordinator,Josh McDaniels
New England Patriots,2025,Quarterbacks,Ashton Grant
New England Patriots,2025,Running backs,Tony Dews
New England Patriots,2025,Wide receivers,Todd Downing
New England Patriots,2025,Tight ends/passing game coordinator,Thomas Brown
New England Patriots,2025,Offensive line,Doug Marrone
New England Patriots,2025,Assistant offensive line,Jason Houghtaling
New England Patriots,2025,Assistant offensive line,Robert Kugler
New England Patriots,2025,Offensive assistant,Chuckie Keeton
New England Patriots,2025,Offensive assistant,Riley Larkin
New England Patriots,2025,Defensive coordinator,Terrell Williams
New England Patriots,2025,Inside linebackers,Zak Kuhr
New England Patriots,2025,Defensive line,Clint McMillan
New England Patriots,2025,Outside linebackers,Mike Smith
New England Patriots,2025,Cornerbacks,Justin Hamilton
New England Patriots,2025,Safeties,Scott Booker
New England Patriots,2025,Senior defensive assistant,Ben McAdoo
New England Patriots,2025,Defensive assistant,Vinny DePalma
New England Patriots,2025,Defensive assistant,Milton Patterson
New England Patriots,2025,Defensive assistant,Kevin Richardson
New England Patriots,2025,Special teams coordinator,Jeremy Springer
New England Patriots,2025,Assistant special teams,Tom Quinn
New England Patriots,2025,Director of sports performance,Frank Piraino
New England Patriots,2025,Strength and conditioning,Deron Mayo
New England Patriots,2025,Assistant strength and conditioning,Brian McDonough
New Orleans Saints,2011,Owner/president,Tom Benson
New Orleans Saints,2011,Owner/executive vice president,Rita Benson LeBlanc
New Orleans Saints,2011,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2011,Director of football administration,Khai Harley
New Orleans Saints,2011,Director of pro scouting,Ryan Pace
New Orleans Saints,2011,Director of college scouting,Rick Reiprish
New Orleans Saints,2011,Assistant director of college scouting,Brian Adams
New Orleans Saints,2011,Head coach,Sean Payton
New Orleans Saints,2011,Assistant head coach/linebackers,Joe Vitt
New Orleans Saints,2011,Offensive coordinator,"Pete Carmichael, Jr."
New Orleans Saints,2011,Quarterbacks,Joe Lombardi
New Orleans Saints,2011,Running backs,Bret Ingalls
New Orleans Saints,2011,Wide receivers,Curtis Johnson
New Orleans Saints,2011,Tight ends,Terry Malone
New Orleans Saints,2011,Offensive line/running game,Aaron Kromer
New Orleans Saints,2011,Offensive assistant,Carter Sheridan
New Orleans Saints,2011,Offensive assistant,Frank Smith
New Orleans Saints,2011,Defensive coordinator,Gregg Williams
New Orleans Saints,2011,Defensive line,Bill Johnson
New Orleans Saints,2011,Assistant defensive line,Travis Jones
New Orleans Saints,2011,Secondary,Tony Oden
New Orleans Saints,2011,Assistant secondary,Mike Mallory
New Orleans Saints,2011,Defensive assistant,Marcus Ungaro
New Orleans Saints,2011,Defensive assistant,Blake Williams
New Orleans Saints,2011,Defensive assistant,Brian Young
New Orleans Saints,2011,Special teams coordinator,Greg McMahon
New Orleans Saints,2011,Assistant special teams,John Bonamego
New Orleans Saints,2011,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2011,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2011,Weight room assistant,Robert Wenning
New Orleans Saints,2012,Owner/president,Tom Benson
New Orleans Saints,2012,Owner/executive vice president,Rita Benson LeBlanc
New Orleans Saints,2012,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2012,Director of football administration,Khai Harley
New Orleans Saints,2012,Director of pro scouting,Ryan Pace
New Orleans Saints,2012,Director of college scouting,Rick Reiprish
New Orleans Saints,2012,Assistant director of college scouting,Brian Adams
New Orleans Saints,2012,Head coach,Sean Payton †
New Orleans Saints,2012,Interim head coach (games 7–16)/assistant head coach/linebackers,Joe Vitt
New Orleans Saints,2012,Interim head coach (games 1–6)/offensive line/running game,Aaron Kromer
New Orleans Saints,2012,Offensive coordinator,"Pete Carmichael, Jr."
New Orleans Saints,2012,Quarterbacks,Joe Lombardi
New Orleans Saints,2012,Running backs,Bret Ingalls
New Orleans Saints,2012,Wide receivers,Henry Ellard
New Orleans Saints,2012,Tight ends,Terry Malone
New Orleans Saints,2012,Offensive assistant,Carter Sheridan
New Orleans Saints,2012,Offensive assistant,Frank Smith
New Orleans Saints,2012,Defensive coordinator,Steve Spagnuolo
New Orleans Saints,2012,Defensive line,Bill Johnson
New Orleans Saints,2012,Assistant defensive line,Travis Jones
New Orleans Saints,2012,Secondary,Ken Flajole
New Orleans Saints,2012,Assistant secondary,Andre Curtis
New Orleans Saints,2012,Defensive assistant,Marcus Ungaro
New Orleans Saints,2012,Defensive assistant,Brian Young
New Orleans Saints,2012,Special teams coordinator,Greg McMahon
New Orleans Saints,2012,Assistant special teams,Mike Mallory
New Orleans Saints,2012,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2012,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2012,Weight room assistant,Robert Wenning
New Orleans Saints,2013,Owner/chairman,Tom Benson
New Orleans Saints,2013,Owner/vice chairman,Rita Benson LeBlanc
New Orleans Saints,2013,President,Dennis Lauscha
New Orleans Saints,2013,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2013,Director of football administration,Khai Harley
New Orleans Saints,2013,Director of player personnel,Ryan Pace
New Orleans Saints,2013,Director of pro scouting,Terry Fontenot
New Orleans Saints,2013,Director of college scouting,Rick Reiprish
New Orleans Saints,2013,Assistant director of college scouting,Brian Adams
New Orleans Saints,2013,Head coach,Sean Payton
New Orleans Saints,2013,Assistant head coach/linebackers,Joe Vitt
New Orleans Saints,2013,Offensive coordinator,"Pete Carmichael, Jr."
New Orleans Saints,2013,Quarterbacks,Joe Lombardi
New Orleans Saints,2013,Running backs,Dan Roushar
New Orleans Saints,2013,Wide receivers,Henry Ellard
New Orleans Saints,2013,Tight ends,Terry Malone
New Orleans Saints,2013,Offensive line,Bret Ingalls
New Orleans Saints,2013,Offensive assistant,Carter Sheridan
New Orleans Saints,2013,Offensive assistant,Frank Smith
New Orleans Saints,2013,Defensive coordinator,Rob Ryan
New Orleans Saints,2013,Defensive line,Bill Johnson
New Orleans Saints,2013,Secondary,Wesley McGriff
New Orleans Saints,2013,Assistant secondary,Andre Curtis
New Orleans Saints,2013,Defensive assistant,Marcus Ungaro
New Orleans Saints,2013,Defensive assistant/linebackers,Brian Young
New Orleans Saints,2013,Special teams coordinator,Greg McMahon
New Orleans Saints,2013,Assistant special teams,Stan Kwan
New Orleans Saints,2013,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2013,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2013,Weight room assistant,Robert Wenning
New Orleans Saints,2014,Owner/chairman,Tom Benson
New Orleans Saints,2014,Owner/vice chairman,Rita Benson LeBlanc
New Orleans Saints,2014,President,Dennis Lauscha
New Orleans Saints,2014,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2014,Director of college scouting,Rick Reiprish
New Orleans Saints,2014,Director of football administration,Khai Harley
New Orleans Saints,2014,Director of player personnel,Ryan Pace
New Orleans Saints,2014,Director of pro scouting,Terry Fontenot
New Orleans Saints,2014,Head coach,Sean Payton
New Orleans Saints,2014,Assistant head coach/linebackers,Joe Vitt
New Orleans Saints,2014,Offensive coordinator,"Pete Carmichael, Jr."
New Orleans Saints,2014,Quarterbacks,Mike Neu
New Orleans Saints,2014,Running backs,Dan Roushar
New Orleans Saints,2014,Wide receivers,Henry Ellard
New Orleans Saints,2014,Assistant wide receivers,Carter Sheridan
New Orleans Saints,2014,Tight ends,Terry Malone
New Orleans Saints,2014,Offensive line,Bret Ingalls
New Orleans Saints,2014,Assistant offensive line,Frank Smith
New Orleans Saints,2014,Defensive coordinator,Rob Ryan
New Orleans Saints,2014,Defensive line,Bill Johnson
New Orleans Saints,2014,Assistant linebackers,Brian Young
New Orleans Saints,2014,Secondary,Wesley McGriff
New Orleans Saints,2014,Assistant secondary,Andre Curtis
New Orleans Saints,2014,Defensive assistant,Marcus Ungaro
New Orleans Saints,2014,Special teams coordinator,Greg McMahon
New Orleans Saints,2014,Assistant special teams,Stan Kwan
New Orleans Saints,2014,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2014,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2014,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2016,Owner,Gayle Benson
New Orleans Saints,2016,President,Dennis Lauscha
New Orleans Saints,2016,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2016,Asst general manager/college scouting director,Jeff Ireland
New Orleans Saints,2016,Vice president of football administration,Khai Harley
New Orleans Saints,2016,Director of operations,James Nagaoka
New Orleans Saints,2016,Director of pro scouting,Terry Fontenot
New Orleans Saints,2016,Head coach,Sean Payton
New Orleans Saints,2016,Assistant head coach/tight ends,Dan Campbell
New Orleans Saints,2016,Assistant head coach/inside linebackers,Joe Vitt
New Orleans Saints,2016,Offensive coordinator,Pete Carmichael
New Orleans Saints,2016,Quarterbacks,Joe Lombardi
New Orleans Saints,2016,Running backs,Joel Thomas
New Orleans Saints,2016,Wide receivers,John Morton
New Orleans Saints,2016,Offensive line,Dan Roushar
New Orleans Saints,2016,Offensive assistant,Ronald Curry
New Orleans Saints,2016,Offensive assistant,Brendan Nugent
New Orleans Saints,2016,Defensive coordinator,Dennis Allen
New Orleans Saints,2016,Defensive line,Bill Johnson
New Orleans Saints,2016,Secondary,Aaron Glenn
New Orleans Saints,2016,Senior defensive assistant,Peter Giunta
New Orleans Saints,2016,Defensive assistant,Marcus Ungaro
New Orleans Saints,2016,Defensive assistant/linebackers,James Willis
New Orleans Saints,2016,Pass rush specialist,Brian Young
New Orleans Saints,2016,Special teams coordinator,Greg McMahon
New Orleans Saints,2016,Assistant special teams,Stan Kwan
New Orleans Saints,2016,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2016,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2016,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2015,Owner,Tom Benson
New Orleans Saints,2015,President,Dennis Lauscha
New Orleans Saints,2015,General manager,Mickey Loomis
New Orleans Saints,2015,Director of football administration,Khai Harley
New Orleans Saints,2015,Director of operations,James Nagaoka
New Orleans Saints,2015,Director of pro scouting,Terry Fontenot
New Orleans Saints,2015,Head coach,Sean Payton
New Orleans Saints,2015,Offensive coordinator,Pete Carmichael
New Orleans Saints,2015,Quarterbacks,Mike Neu
New Orleans Saints,2015,Running backs,Joel Thomas
New Orleans Saints,2015,Wide receivers,John Morton
New Orleans Saints,2015,Tight ends,Dan Roushar
New Orleans Saints,2015,Offensive line,Bret Ingalls
New Orleans Saints,2015,Offensive assistant,Kyle DeVan
New Orleans Saints,2015,Offensive assistant,Greg Lewis
New Orleans Saints,2015,Offensive assistant,Brendan Nugent
New Orleans Saints,2015,Defensive coordinator,Dennis Allen
New Orleans Saints,2015,Defensive line,Bill Johnson
New Orleans Saints,2015,Inside linebackers,Joe Vitt
New Orleans Saints,2015,Outside linebackers,Brian Young
New Orleans Saints,2015,Secondary,Wesley McGriff
New Orleans Saints,2015,Defensive assistant,Marcus Ungaro
New Orleans Saints,2015,Defensive assistant,James Willis
New Orleans Saints,2015,Special teams coordinator,Greg McMahon
New Orleans Saints,2015,Assistant special teams,Stan Kwan
New Orleans Saints,2017,Owner,Tom Benson
New Orleans Saints,2017,President,Dennis Lauscha
New Orleans Saints,2017,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2017,Asst general manager/college scouting director,Jeff Ireland
New Orleans Saints,2017,Vice president of football administration,Khai Harley
New Orleans Saints,2017,Director of operations,James Nagaoka
New Orleans Saints,2017,Director of pro scouting,Terry Fontenot
New Orleans Saints,2017,Head coach,Sean Payton
New Orleans Saints,2017,Assistant head coach/tight ends,Dan Campbell
New Orleans Saints,2017,Assistant to the head coach,Kevin Petry
New Orleans Saints,2017,Offensive coordinator,Pete Carmichael
New Orleans Saints,2017,Quarterbacks,Joe Lombardi
New Orleans Saints,2017,Running backs,Joel Thomas
New Orleans Saints,2017,Senior offensive assistant/wide receivers,Curtis Johnson
New Orleans Saints,2017,Assistant wide receivers,Ronald Curry
New Orleans Saints,2017,Offensive line,Dan Roushar
New Orleans Saints,2017,Assistant offensive line,Brendan Nugent
New Orleans Saints,2017,Offensive assistant,Joe Brady
New Orleans Saints,2017,Defensive coordinator,Dennis Allen
New Orleans Saints,2017,Defensive line,Ryan Nielsen
New Orleans Saints,2017,Linebackers,Mike Nolan
New Orleans Saints,2017,Secondary,Aaron Glenn
New Orleans Saints,2017,Senior defensive assistant,Peter Giunta
New Orleans Saints,2017,Defensive assistant/linebackers,Michael Hodges
New Orleans Saints,2017,Defensive assistant,Leigh Torrence
New Orleans Saints,2017,Pass rush specialist,Brian Young
New Orleans Saints,2017,Special teams coordinator,Bradford Banta
New Orleans Saints,2017,Assistant special teams,Kevin O'Dea
New Orleans Saints,2017,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2017,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2017,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2018,Owner,Gayle Benson
New Orleans Saints,2018,President,Dennis Lauscha
New Orleans Saints,2018,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2018,Asst general manager/college scouting director,Jeff Ireland
New Orleans Saints,2018,Vice president of football administration,Khai Harley
New Orleans Saints,2018,Director of operations,James Nagaoka
New Orleans Saints,2018,Director of pro scouting,Terry Fontenot
New Orleans Saints,2018,Head coach,Sean Payton
New Orleans Saints,2018,Assistant head coach/tight ends,Dan Campbell
New Orleans Saints,2018,Assistant to the head coach,Kevin Petry
New Orleans Saints,2018,Offensive coordinator,Pete Carmichael
New Orleans Saints,2018,Quarterbacks,Joe Lombardi
New Orleans Saints,2018,Running backs,Joel Thomas
New Orleans Saints,2018,Wide receivers,Ronald Curry
New Orleans Saints,2018,Offensive line,Dan Roushar
New Orleans Saints,2018,Assistant offensive line,Brendan Nugent
New Orleans Saints,2018,Senior offensive assistant,Curtis Johnson
New Orleans Saints,2018,Offensive assistant,Joe Brady
New Orleans Saints,2018,Defensive coordinator,Dennis Allen
New Orleans Saints,2018,Defensive line,Ryan Nielsen
New Orleans Saints,2018,Linebackers,Mike Nolan
New Orleans Saints,2018,Secondary,Aaron Glenn
New Orleans Saints,2018,Senior defensive assistant,Peter Giunta
New Orleans Saints,2018,Defensive assistant/linebackers,Michael Hodges
New Orleans Saints,2018,Defensive assistant,Leigh Torrence
New Orleans Saints,2018,Pass rush specialist,Brian Young
New Orleans Saints,2018,Special teams coordinator,Bradford Banta
New Orleans Saints,2018,Special teams coach,Mike Westhoff
New Orleans Saints,2018,Assistant special teams,Kevin O'Dea
New Orleans Saints,2018,Coaching assistant,Deuce Schwartz
New Orleans Saints,2018,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2018,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2018,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2019,Owner,Gayle Benson
New Orleans Saints,2019,President,Dennis Lauscha
New Orleans Saints,2019,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2019,Asst. general manager/college scouting director,Jeff Ireland
New Orleans Saints,2019,Vice president of football administration,Khai Harley
New Orleans Saints,2019,Director of operations,James Nagaoka
New Orleans Saints,2019,Director of pro scouting,Terry Fontenot
New Orleans Saints,2019,Head coach,Sean Payton
New Orleans Saints,2019,Assistant head coach/tight ends,Dan Campbell
New Orleans Saints,2019,Offensive coordinator,Pete Carmichael
New Orleans Saints,2019,Quarterbacks,Joe Lombardi
New Orleans Saints,2019,Running backs,Joel Thomas
New Orleans Saints,2019,Wide receivers,Ronald Curry
New Orleans Saints,2019,Offensive line,Dan Roushar
New Orleans Saints,2019,Assistant offensive line,Brendan Nugent
New Orleans Saints,2019,Senior offensive assistant,Curtis Johnson
New Orleans Saints,2019,Offensive assistant,Kevin Petry
New Orleans Saints,2019,Defensive coordinator,Dennis Allen
New Orleans Saints,2019,Defensive line,Ryan Nielsen
New Orleans Saints,2019,Linebackers,Mike Nolan
New Orleans Saints,2019,Secondary,Aaron Glenn
New Orleans Saints,2019,Senior defensive assistant,Peter Giunta
New Orleans Saints,2019,Defensive assistant,Michael Hodges
New Orleans Saints,2019,Defensive assistant,Leigh Torrence
New Orleans Saints,2019,Pass rush specialist,Brian Young
New Orleans Saints,2019,Special teams coordinator,Darren Rizzi
New Orleans Saints,2019,Assistant special teams,Phil Galiano
New Orleans Saints,2019,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2019,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2019,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2020,Owner,Gayle Benson
New Orleans Saints,2020,President,Dennis Lauscha
New Orleans Saints,2020,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2020,Senior vice president/chief operating officer,Ben Hales
New Orleans Saints,2020,Asst. general manager/college scouting director,Jeff Ireland
New Orleans Saints,2020,Vice president of football administration,Khai Harley
New Orleans Saints,2020,Director of operations,James Nagaoka
New Orleans Saints,2020,Director of pro scouting,Terry Fontenot
New Orleans Saints,2020,Head coach,Sean Payton
New Orleans Saints,2020,Assistant head coach/tight ends,Dan Campbell
New Orleans Saints,2020,Offensive coordinator,Pete Carmichael
New Orleans Saints,2020,Quarterbacks,Joe Lombardi
New Orleans Saints,2020,Running backs,Joel Thomas
New Orleans Saints,2020,Wide receivers,Ronald Curry
New Orleans Saints,2020,Offensive line,Dan Roushar
New Orleans Saints,2020,Assistant offensive line,Brendan Nugent
New Orleans Saints,2020,Senior offensive assistant,Curtis Johnson
New Orleans Saints,2020,Offensive assistant,Declan Doyle
New Orleans Saints,2020,Assistant to the head coach/offensive assistant,Kevin Petry
New Orleans Saints,2020,Offensive assistant,D. J. Williams
New Orleans Saints,2020,Defensive coordinator,Dennis Allen
New Orleans Saints,2020,Defensive line,Ryan Nielsen
New Orleans Saints,2020,Linebackers,Michael Hodges
New Orleans Saints,2020,Secondary,Aaron Glenn
New Orleans Saints,2020,Senior defensive assistant,Peter Giunta
New Orleans Saints,2020,Defensive assistant,Cory Robinson
New Orleans Saints,2020,Defensive assistant,Michael Wilhoite
New Orleans Saints,2020,Pass rush specialist,Brian Young
New Orleans Saints,2020,Special teams coordinator,Darren Rizzi
New Orleans Saints,2020,Assistant special teams,Phil Galiano
New Orleans Saints,2020,Head strength and conditioning,Dan Dalrymple
New Orleans Saints,2020,Assistant strength and conditioning,Charles Byrd
New Orleans Saints,2020,Assistant strength and conditioning,Rob Wenning
New Orleans Saints,2022,Owner,Gayle Benson
New Orleans Saints,2022,President,Dennis Lauscha
New Orleans Saints,2022,Executive vice president/general manager,Mickey Loomis
New Orleans Saints,2022,Senior vice president/chief operating officer,Ben Hales
New Orleans Saints,2022,Asst. general manager/college scouting director,Jeff Ireland
New Orleans Saints,2022,Vice president of football administration,Khai Harley
New Orleans Saints,2022,Director of operations,James Nagaoka
New Orleans Saints,2022,Director of pro scouting,Justin Matthews
New Orleans Saints,2022,Director of pro personnel,Michael Parenton
New Orleans Saints,2022,Head coach,Dennis Allen
New Orleans Saints,2022,Assistant head coach/special teams coordinator,Darren Rizzi
New Orleans Saints,2022,Offensive coordinator,Pete Carmichael
New Orleans Saints,2022,Passing game coordinator/quarterbacks,Ronald Curry
New Orleans Saints,2022,Running backs,Joel Thomas
New Orleans Saints,2022,Wide receivers,Kodi Burns
New Orleans Saints,2022,Run game coordinator/tight ends,Dan Roushar
New Orleans Saints,2022,Offensive line,Doug Marrone
New Orleans Saints,2022,Offensive line assistant,Zach Strief
New Orleans Saints,2022,Offensive assistant,Declan Doyle
New Orleans Saints,2022,Assistant to the head coach/offensive assistant,Kevin Petry
New Orleans Saints,2022,Offensive assistant,D. J. Williams
New Orleans Saints,2022,Senior offensive assistant,Bob Bicknell
New Orleans Saints,2022,Co–defensive coordinator/defensive line,Ryan Nielsen
New Orleans Saints,2022,Co–defensive coordinator/secondary,Kris Richard
New Orleans Saints,2022,Linebackers,Michael Hodges
New Orleans Saints,2022,Assistant secondary,Cory Robinson
New Orleans Saints,2022,Senior defensive assistant,Peter Giunta
New Orleans Saints,2022,Defensive assistant,Jordan Traylor
New Orleans Saints,2022,Defensive assistant,Sterling Moore
New Orleans Saints,2022,Pass rush specialist,Brian Young
New Orleans Saints,2022,Assistant special teams,Phil Galiano
